message,sender_label,receiver_label,score_delta,speaker,receiver,game_id,message_position,season,year
armies in kiel and munich,1,True,1,germany,england,1,43,Winter,1901
what are your plans for your north sea and london fleets  im trying to decide now how best to handle belgium and that is going to depend on whether france is concerned with defending brest or if instead they expect help from you in disrupting anything i try to do from holland   i can offer you support in moving into sweden in exchange for supporting my burgundy troops into belgium is that worth more than whatever france might be offering you right now,1,True,1,germany,england,1,44,Spring,1902
any thoughts on my offer i have another proposal if you’re interested,1,True,1,germany,england,1,45,Spring,1902
england youre killin me here,1,True,1,germany,england,1,46,Spring,1902
hey sorry busy evening for me let me think a second and respond to all this,1,True,-1,england,germany,1,47,Spring,1902
ok so for one thing france isnt exactly offering me anything so theres no real comparison of your offer vs theirs,1,True,-1,england,germany,1,48,Spring,1902
my once concern about the fullon france stab would be that the job couldnt be done quickly enough we could force bel this year but we unfortunately wouldnt be able to put france down a unit because spa is a guarantee for france this may even allow for a rebuild in bre if the belgian army gets dislodged,1,True,-1,england,germany,1,49,Spring,1902
thats where my new plan comes in,1,True,1,germany,england,1,50,Spring,1902
ok whats the sitch,1,True,-1,england,germany,1,51,Spring,1902
you move fleets to eng ska and nth this turn italy moves to pie i move holbel kieruh burgas munbur now france might foresee me attempting to take gas but more likely they want to dislodge me from bur this puts them in a position where they will have to lose one of paris belgium marseilles or brest and will not be able to vacate the others for building season,1,True,1,germany,england,1,52,Spring,1902
france could stop by bumping par and mar in gas right and youre suggesting my moves a setup of going against russia,1,True,-1,england,germany,1,53,Spring,1902
also have you talked to italy about this,1,True,-1,england,germany,1,54,Spring,1902
damni didnt think of the bumping sorry this is just my first game and im still learning and yeah i thought youd want to grab sweden because why not   i havent discussed the full plan but they seemed amenable to moving to pie,1,True,1,germany,england,1,55,Spring,1902
okay how about this,1,True,1,germany,england,1,56,Spring,1902
keep your fleets in nwg and nth but move to eng have nth support holbel  ill attack burpic move kieruh munbur if france does a gascon bounce theyll have to lose either brest or paris or marseilles if they try to dislodge me instead ill retreat to gascony  you still get my support to march on sweden in fall if desired,1,True,1,germany,england,1,57,Spring,1902
keep in mind that munich is vulnerable italy and austria may have a deal in the works for that but this is the sort of plan that i had thought through originally,1,True,-1,england,germany,1,58,Spring,1902
this would be a break of my dmz with france in the channel which is why the success of a stab like this is especially important,1,True,-1,england,germany,1,59,Spring,1902
well ya could have saved me some brain cells by sharing it in the first place 😛   and italy and austria unless theyre lying think of me as an ally that said my plan doesnt actually involve vacating munich,1,True,1,germany,england,1,60,Spring,1902
oh fair because youre not actually moving into pic youre just cutting the support i had you moving from bur to bel dislodging the french army from bel could result in a disband and if we dont get an additional supply center could mean a rebuild in brest which would be bad for me adding spain is probably a given have you considered the potential support of mar from spa sc ,1,True,-1,england,germany,1,61,Spring,1902
yeah if my calculations are correct the french home supply centers hold first move is to bounce in gas to keep you out then move spain to sc and lose bel next move is to support hold in mar from spain sc and then bounce paris to brest to keep me out bre par and mar all hold in the fall,1,True,-1,england,germany,1,62,Spring,1902
ok marseilles might be a nogo this round then   if you dont want a rebuild in brest well simply attack picardy and force a retreat to brest by an army not so bad for your fleet right ill move into paris from bur,1,True,1,germany,england,1,63,Spring,1902
wait i mean a retreat to burgundy by that army then the parisian army will be in brest so no rebuild will occur,1,True,1,germany,england,1,64,Spring,1902
well it kind of becomes rock paper scissors there if i try to go into brest its a bounce and it remains open if i dont and france takes the risk of not going probably wont happen then it would stay open too,1,True,-1,england,germany,1,65,Spring,1902
sounds like youd like the belgian army to disband though i understand as it could help somebody out to take munich from ruh,1,True,-1,england,germany,1,66,Spring,1902
whoa dude i just want a supply center dont go talking about people invading the fatherland  so are you saying no deal then,1,True,1,germany,england,1,67,Spring,1902
no im just echoing your probable reasoning for wanting the disband of the belgian army rather than its retreat to ruh,1,True,-1,england,germany,1,68,Spring,1902
i dont see what that has to do with you though like what difference does it make to you whether that army disbands or retreats to ruh,1,True,1,germany,england,1,69,Spring,1902
the disband allows for a rebuild if theres an open home supply center and france still has 5 total so this could mean building a fleet in brest,1,True,-1,england,germany,1,70,Spring,1902
ohhh i see so what youre saying is youd accept the deal if i didnt arrange for the disband and allowed a retreat to ruh,1,True,1,germany,england,1,71,Spring,1902
let me sleep on it i may be fine regardless ill confirm moves in the morning but for this plan spring looks like your support into sweden and my support into belgium ill be very curious to see moves from russiaitalyaustria if they all converge in on you this could be trouble i doubt that level of collaboration is going to happen though,1,True,-1,england,germany,1,72,Spring,1902
hang on would you be willing to postpone your sweden march until fall im not so keen on forcing russia into the baltic,1,True,1,germany,england,1,73,Spring,1902
youd still hold sweden by winter,1,True,1,germany,england,1,74,Spring,1902
yeah that would be fair just need to run it by russia that norway is a hold in the spring so that doesn’t raise any eyebrows,1,True,-1,england,germany,1,75,Spring,1902
well or you could march into finland just to spice things up,1,True,1,germany,england,1,76,Spring,1902
well england youve taught me an important lesson,1,True,1,germany,england,1,77,Spring,1902
this isn’t a full stab i’m sorry for the deception though i hadn’t heard whether italy was antifrench now i have i’m taking denmark this year with russian support i’m sorry for that too kiel can’t save it i’d suggest you bounce kiel and munich in ruh and then attack holland from belgium to cut support  this will hold the line unless france decides to let you into belgium which would be unlikely,1,True,-1,england,germany,1,78,Fall,1902
i know you don’t want to take advice from me but you’re kind of in survival mode now we can talk about belgium for you next year to get you back on your feet,1,True,-1,england,germany,1,79,Fall,1902
england i have 00 reason to trust your advice regarding france youre so clearly working with them,1,True,1,germany,england,1,80,Fall,1902
i think the tactical suggestion stands on its own though you can work through the rules to verify it makes sense and should in case i’m making a mistake also i don’t know france’s moves this season and you should ping italy to talk about me,1,True,-1,england,germany,1,81,Fall,1902
nice i guess you knew what you were doing,1,True,1,england,germany,1,82,Winter,1902
well not reallyi just assumed that attacking a convoying fleet would disrupt the convoy and that was apparently wrong,1,True,-1,germany,england,1,83,Winter,1902
yeah you have to dislodge but you held ruhr and my way wouldn’t have worked actually that’s a stalemate line if you do the same moves except the fleet goes to belgium i think can only be broken if i support it of course france could choose to let you in to ruhr as well,1,True,1,england,germany,1,84,Winter,1902
hi not sure what you heard from italy looking forward to the three of us working against france though let me know where you’re at with this i’d help you into belgium this year,1,True,1,england,germany,1,85,Spring,1903
okay i’m down to cooperate,1,True,-1,germany,england,1,86,Spring,1903
ok all i need from you in the spring is to not attack nth then i’ll support myself into the channel then i support you into belgium in the fall and i don’t touch holland kiel or berlin and russia doesn’t either maybe we get italy to move to pie,1,,1,england,germany,1,87,Spring,1903
hi i’m guessing the move to hel was to cut support should have let you know i was moving out are you still interested in collaboration for survival we’re both a bit threatened right now,1,True,1,england,germany,1,88,Fall,1903
hi—yeah because of bot troubles i never got reassured last turn that you wouldn’t support say france into belgium or something so now here we are france asked me to bump nth to cut your channel support just fyi,1,True,-1,germany,england,1,89,Fall,1903
to be clear i don’t intend to do that since i basically need everyone to fall back to keep my holdings this turn do you have any clue what russia’s plans are,1,True,-1,germany,england,1,90,Fall,1903
not sure what russia will do but i’d be a little concerned about berlin being surrounded i won’t be attacking kiel so your support will go through from there,1,True,1,england,germany,1,91,Fall,1903
does france think you’ll be cutting support also italy has been sending some antifrench things my way a threeonone alliance could be good for all of us containing russia may distract both of us if he gets aggressive,1,True,1,england,germany,1,92,Fall,1903
i told france truthfully that i couldnt cut your support this turn,1,True,-1,germany,england,1,93,Fall,1903
cool do you need me to cut support in bal or do you have that covered with munich support,1,True,1,england,germany,1,94,Fall,1903
also italy is on board with a stab against france,1,True,1,england,germany,1,95,Fall,1903
italy told me that too and actually if i could count on you to cut bal support it would free up kiel to try and defend ruhr from france for a turn however if youre using that denmark fleet for something else just let me know,1,True,-1,germany,england,1,96,Fall,1903
so i have kind of a crazy idea im curious what youd think of this,1,True,1,england,germany,1,97,Fall,1903
what if i let you into denmark and i go for sweden,1,True,1,england,germany,1,98,Fall,1903
well if france goes for holland id be in a slightly strategically worse position,1,True,-1,germany,england,1,99,Fall,1903
i was thinking youd go from kiel and bounce holland with the hel fleet then you get your build in kiel,1,True,1,england,germany,1,100,Fall,1903
that wouldnt work because i need kiel to support berlin i think,1,True,-1,germany,england,1,101,Fall,1903
is munich occupied doing something else italy told me he has no plans of cutting support there,1,True,1,england,germany,1,102,Fall,1903
oh i guess bur can do that though,1,True,1,england,germany,1,103,Fall,1903
that was my fear,1,True,-1,germany,england,1,104,Fall,1903
hmm yeah it may be safe to not do that then maybe next year i may go for sweden regardless but if russia sees it coming and goes in that could be a bit annoying,1,True,1,england,germany,1,105,Fall,1903
but without action russia probably takes ank this fall and builds in stp,1,True,1,england,germany,1,106,Fall,1903
is it worth losing the channel this turn because you could take sweden for sure if you were willing to use nth to convoy,1,True,-1,germany,england,1,107,Fall,1903
nth cant convoy to sweden ska is in the way,1,True,1,england,germany,1,108,Fall,1903
doesnt need to just convoy to norway and move your fleet from norway to sweden then attack the baltic fleet from denmark that way you dont lose norway,1,True,-1,germany,england,1,109,Fall,1903
bal could move to sweden to bounce only way to guarantee would be to support from denmark,1,True,1,england,germany,1,110,Fall,1903
ah crap youre right sorry wish i could help but all i have are land troops,1,True,-1,germany,england,1,111,Fall,1903
no worries ill give it a shot regardless and if i do get the extra build i can provide some serious support to your moves west,1,True,1,england,germany,1,112,Fall,1903
things are getting a little rowdy haha the good news is that we both outlasted turkey,1,True,1,england,germany,1,113,Fall,1903
rip,1,True,-1,germany,england,1,114,Fall,1903
go team,1,True,1,england,germany,1,115,Fall,1903
you held the channel but no sweden yet,1,True,-1,germany,england,1,116,Fall,1903
yeah i think the bounce there will be a start of negotiations with russia clearly we were both on the same page,1,True,1,england,germany,1,117,Fall,1903
and you got holland back,1,True,1,england,germany,1,118,Fall,1903
ach but now theres french in ruhr thatll be a pain,1,True,-1,germany,england,1,119,Fall,1903
a bit france starts to crumble when i dont have to support my fleet anymore which is when italy forces france to go south with its mao fleet then i can start supporting your moves and we can get you into belgium etc,1,True,1,england,germany,1,120,Fall,1903
are you gonna try for sweden again this season france told me that theyre not moving their midatlantic fleet and instead would prefer to oust you from the channel   italy gave me the idea of supporting your welsh troops to convoy into belgium but if i did would you mind giving it to me in the fall i could be way more useful to you if i could build another unit this winter,1,True,-1,germany,england,1,121,Spring,1904
i told france id interrupt your support from nth in exchange for france letting me take belgium next round but at this point i almost dont think of belgium as being theirs to give hence id rather work with you,1,True,-1,germany,england,1,122,Spring,1904
russia and i plan to repeat the sweden bounce if thats to be trusted this frees up kiel and munich,1,True,1,england,germany,1,123,Spring,1904
im happy to give you belgium my idea of the split is you get bel and par i get bre and por and italy gets mar and spa obviously this wont all happen this year but you in bel makes sense longterm,1,True,1,england,germany,1,124,Spring,1904
the convoy makes me a bit nervous because if france goes to iri theyll get a home supply center in the fall,1,True,1,england,germany,1,125,Spring,1904
okay no convoy then   how do you feel about reneging with russia if you moved into the baltic instead of bouncing and i moved into denmark this is also insurance in case i cant end up with belgium this year i could support you into sweden in the fall,1,True,-1,germany,england,1,126,Spring,1904
id prefer to keep neutral with russia as fighting a war on two fronts would be a lot for me belgium isnt guaranteed for you this year but i think its likely france will have to respect the pressure in the south from italy this frees me up to cut support in pic and support you in from nth then you just have to cut support in ruh and bur if theres still something there in the fall,1,True,1,england,germany,1,127,Spring,1904
if france is honest with me ruhr will be free and bur will be occupied   lets be real here though russia has at most two units to spare to threaten you and likely not even that given the imminent pressure from austria im trying to work it out in the sandbox now but i really dont think theyd be an issue for you,1,True,-1,germany,england,1,128,Spring,1904
russia can support into norway once hes in sweden and nth wont be free to stop that,1,True,1,england,germany,1,129,Spring,1904
okay that checks out thanks for your patience  i was thinking of asking russia to support me into denmark this turn and offer to support them into sweden next season im doing this a to confirm for you that theyre on board with the bump as you say and b to show that id like to work to build trust with them however if russia already knows you and i are working together this will establish the opposite of trust so i guess im asking if you think this is a gooduseful idea and also asking what russia knows about our plans,1,True,-1,germany,england,1,130,Spring,1904
russia can only suspect that were working together at this point i havent given any indication of collaboration id say ask away,1,True,1,england,germany,1,131,Spring,1904
are you definitely committed to not cutting support in nth,1,True,1,england,germany,1,132,Spring,1904
i really really am maybe im just not creative enough but because of my alliance with italy who is in turn strongly allied with austria i just dont see myself ever getting anywhere in this game unless i can expand westward into france hence even though youre honestly scarier right now im inclined to be on your side for the foreseeable future  now you could just go copypaste this message to france and id be royally screwed so i hope that helps you believe you can trust me,1,True,-1,germany,england,1,133,Spring,1904
haha ok glad to get the confirmation on my end i’ll confirm i am totally antifrench until france is out of the game i’ve actually ceased communications with france maybe something we can all do once the stab is clear i’d like all three of us to get our two builds each together then we can look east,1,True,1,england,germany,1,134,Spring,1904
russias loyal to you even in the face of my temptation btw,1,True,-1,germany,england,1,135,Spring,1904
we’re in a great spot belgium for you is a guarantee planning to take from holland or ruhr,1,False,1,england,germany,1,136,Fall,1904
why do you ask i assumed you were going to disrupt support from picardy with a convoyed army while i disrupted burgundy that way you can still use nth to support the channel in case france decides not to bother defending in the south,1,True,-1,germany,england,1,137,Fall,1904
i’m a little worried that a clever france may let me into pic knowing that belgium is gone and then move into iri for invasion i’d almost rather cut pic with the channel and risk losing the channel and my favorite option is to support ruh to bel from nth also risking the channel the logic is that if i lose the channel it won’t be for very long but if i lose a home supply center that will be very annoying france seems pretty upset with me so a kamikaze move to screw me over isn’t out of the question,1,True,1,england,germany,1,138,Fall,1904
yeah im getting that vibe from france too lets go with moving me from ruhr,1,True,-1,germany,england,1,139,Fall,1904
sounds good consistent with that theory we’d advise italy to support into spain instead of mar it’s a tough call though,1,True,1,england,germany,1,140,Fall,1904
i mean not really the way italys positioned it seems like spain is the only right call and that marseilles will fall like a domino on a fault line next spring  unless we could confirm that france really doesnt intend to defend then italy could potentially swipe both in one swoop but even if france is saying such things to me and they are its still a risk,1,True,-1,germany,england,1,141,Fall,1904
marseilles isnt guaranteed to fall next spring suppose italy supports into spa france can block that supporting mao from gas suppose in the spring italy changes course and goes for mar france can then support bur to mar from gas unless im missing something its a guessing game until youre in bur,1,True,1,england,germany,1,142,Fall,1904
god dammit just when i think i get this game i’m still not clear on how the ‘coast’ thing works with fleets,1,True,-1,germany,england,1,143,Fall,1904
do you think i could trust russia not to try to swipe munich if i tried to take bur this turn,1,True,-1,germany,england,1,144,Fall,1904
yeah the territory can only be occupied by one unit regardless of coast but a fleet must go to either the north or south coast mao can go to both the coast matters if say you want to go from spain to mar you can go there from the south coast but not the north coast and if you wanted to do this you could coordinate a bounce with the ber and tyr armies so russia cant sneak in youre planning to sneak into mun unsupported,1,True,1,england,germany,1,145,Fall,1904
sneak into bur,1,True,1,england,germany,1,146,Fall,1904
well at least to try for it i hadnt thought of bumping with italy because i assumed tyr would move into pie,1,True,-1,germany,england,1,147,Fall,1904
well your move only works if we let bur into mar which means italy doesnt try for mar which means pie would hold,1,True,1,england,germany,1,148,Fall,1904
oh i thought italy was trying for spa or rather wherever italy decides to go theres a chance it might work and then theyd want someone in pie,1,True,-1,germany,england,1,149,Fall,1904
well have to see which move italy wants to make if italy goes for spa the choice is between a hold or an attack from pie i would say a hold makes most sense for italy if youve decided youre going for bur this is because the alternative may be a bounce with bur and pie armies in mar that would foil your plan to get to bur and wouldnt give italy anything,1,True,1,england,germany,1,150,Fall,1904
okay that makes sense then,1,True,-1,germany,england,1,151,Fall,1904
as long as italy doesnt want to try to convoy into spain from pie then marseilles could be left open and tyrolia could potentially move into piedmont,1,True,-1,germany,england,1,152,Fall,1904
yeah that could be an idea well let me know when you hear from italy the good news is france will definitely be down one this year and maybe down two and our progress will continue next year at some point we should talk about postwar things,1,True,1,england,germany,1,153,Fall,1904
does postwar things mean how were going to deal with a seriously overpowered austriaitaly,1,True,-1,germany,england,1,154,Fall,1904
yeah though the move into trieste by italy is interesting im actually starting to worry about collaboration with france would italy really be so greedy as to start a war on two fronts also had you asked for a hold in pie not that it would have changed the outcome,1,True,0,england,germany,1,155,Winter,1904
i asked but italy told me that they couldn’t guarantee they would or wouldn’t and i can understand wanting to keep that info needtoknow but what makes you think italy and france would collaborate also i’m not so sure you should read that seizing of trieste as an act of war italy did help austria take two supply centers this turn austria might have given it willingly,1,True,0,germany,england,1,156,Winter,1904
would or wouldn’t hold pie,1,True,0,germany,england,1,157,Winter,1904
austria expressed frustration to me about it also austria cant build all of its home supply centers are occupied and italy only helped with one supply center right and yeah the france theory may be a little paranoid but why would italy make an enemy out of austria now while occupied with france,1,True,0,england,germany,1,158,Winter,1904
what are your thoughts on the france campaign for this year,1,True,0,england,germany,1,159,Winter,1904
also italy and austria’s stories about trieste don’t line up italy says it was an offering,1,True,0,england,germany,1,160,Winter,1904
right thats what italy told me too so im not sure can i confront italy with what austria told you  i will be moving kieruh for sure we can halfheartedly attack pic this spring if you want ill move belpic you support though i doubt well get anywhere with it munich will support kieruh and fall ill do a threesided assault on bur  none of this is very exciting though  if italy cant make headway well probably be stuck in a holding pattern until you can shift some resources from the baltic,1,True,0,germany,england,1,161,Winter,1904
actually i got italy on board to coordinate with us to leave one of marseilles or spain open for france to fall into if you’re feeling adventurous you could try for mao or if not i’ll try for bur let me know which you prefer and we’ll talk plans,1,True,0,germany,england,1,162,Winter,1904
italy is now saying that he told a secret that austria didnt want him to tell and that i shouldnt tell austria that i know that trieste was arranged sigh,1,True,0,england,germany,1,163,Winter,1904
ill get back to you on mao likely i wont but maybe with very friendly russian disbands trying for bur makes sense,1,True,0,england,germany,1,164,Winter,1904
well you couldnt ask for friendlier disbands than that what do you think about making a play for mao what if i could get italy onboard to support you in from wes,1,True,0,germany,england,1,165,Spring,1905
also im wondering what your thoughts are on taking russias northern holdings  on the one hand its more power for you but on the other weakening russia is pretty much the same as feeding austria,1,True,0,germany,england,1,166,Spring,1905
im nervous about mao because id really like to keep holding the channel yeah i need to decide what to do with russia its really tempting to scoop up some supply centers but that would be the end of russia,1,True,0,england,germany,1,167,Spring,1905
in other news france who continues to message in spite of my ghosting just pointed out that italy has a number 1 ranking on playdiplomacycom the username checks out but thats about as far as i can verify,1,True,0,england,germany,1,168,Spring,1905
right france told me too so it may be worth reconsidering our deal with the devil,1,True,0,germany,england,1,169,Spring,1905
i think france may still have to go though we cant be both allied with france geographically it doesnt really make sense however me you and russia vs austria and italy might work well for us,1,True,0,england,germany,1,170,Spring,1905
i think so too but realistically as things stand now you me and russia v italyaustria just looks like me and russia getting shtkicked while you hang out in the back so the question ought to be can we afford to take down france before ia get too powerful or is it worth it to put aside eating france to nip this in the bud,1,True,0,germany,england,1,171,Spring,1905
russias actually in a really good position if i choose not to invade id have to go over the tactics but im pretty sure that line will hold in the south,1,True,0,england,germany,1,172,Spring,1905
and then you can support mun from kiel,1,True,0,england,germany,1,173,Spring,1905
when the time comes,1,True,0,england,germany,1,174,Spring,1905
i can bring my fleets around this year to support the attack on france and that would put us in good position to face italy but wed have to play it off as just going for france until france is gone,1,True,0,england,germany,1,175,Spring,1905
but i thought you said you werent gonna go for mao,1,True,0,germany,england,1,176,Spring,1905
i wont try from the channel but i can bring the nwy fleet around this year,1,True,0,england,germany,1,177,Spring,1905
why the fleet in berlin btw,1,True,0,england,germany,1,178,Spring,1905
well i figured that id need at least one more eventually and that since my whole northern border is coastal a fleet might be better for defending that but itll be all armies after this i think,1,True,0,germany,england,1,179,Spring,1905
that makes sense though it does seem like it will be stuck there for a while unless you start coming for me and russia,1,True,0,england,germany,1,180,Spring,1905
well at some point well all turn on each other i assume but i dont see that happening for a while not til france italy and austria are dealt with,1,True,0,germany,england,1,181,Spring,1905
we can always play to a three way draw so does this mean you would be committed to a russiagermanyengland alliance until the others are dealt with,1,True,0,england,germany,1,182,Spring,1905
and to a point you made a few messages ago about me hanging in the back dealing with italy is going to take a lot from me hes got the fleets that only i can deal with,1,True,0,england,germany,1,183,Spring,1905
yes thats what this means however italy and france are both pretty talkative with me these days which could be useful for us so dont go spreading it around that my true allegiance right now is to you and russia   and speaking of fleet things if youre not doing anything with nth this turn anyway could you help me out by supporting holbel i think it makes sense for me to have a fleet with channel access in case you ever need support or a bounce there to keep france out maybe some sunny day youd even trust me to hold it for you though i understand if not,1,True,0,germany,england,1,184,Spring,1905
what sorts of things are you hearing from italy and france also are you talking to russia im planning to support the channel with nth,1,True,0,england,germany,1,185,Spring,1905
i just messaged russia i told them about your suggestion of a threeway alliance and that i was mainly focussed on attacking the west this year but if needed i could readjust to spare somebody to support in the east  i havent heard back from france yet but i am sort of playing doubleagent with italy to ensure that france can continue countering italys spamar plays and it just looks like luck this keeps italy in check until you and i make progress in the north and are better positioned to push italy back  i should have mentioned but a third reason for the fleet build last turn was to keep frances trust i figured it made sense anyway for the other two reasons i mentioned but i did want to make sure france is willing to listen to me about italy,1,True,0,germany,england,1,186,Spring,1905
interesting that italy was willing to give up his guess to you i had considered the idea of feeding france info like this but he wouldnt have believed anything i told him and yeah it makes sense that something else was going on with the fleet situation,1,True,0,england,germany,1,187,Spring,1905
what moves do you have planned westward,1,True,0,england,germany,1,188,Spring,1905
italy was willing to give up their guess because i requested that marseilles be left open so i could take bur which i plan to attempt w munich this turn and italy agreed,1,True,0,germany,england,1,189,Spring,1905
did italy explain why he didnt keep his end of the deal cause he moved to mar,1,True,0,england,germany,1,190,Spring,1905
no i mean this turn,1,True,0,germany,england,1,191,Spring,1905
ah ok cause we had talked about it last turn as well,1,True,0,england,germany,1,192,Spring,1905
last turn they didnt give me anything useful,1,True,0,germany,england,1,193,Spring,1905
gotcha italy had asked me for support into mao which would not be consistent with that though,1,True,0,england,germany,1,194,Spring,1905
i did say no or rather havent said yes im curious about the timing though,1,True,0,england,germany,1,195,Spring,1905
today at 511 pm italy said to me if i leave marseilles open would you kindly use burgundy in the fall to help me take marseilles likely that means ordering burgundy to gascony to cut support so it could be that both are true and italy plans to do neitherrather than try to take spa italys gonna try rearranging,1,True,0,germany,england,1,196,Spring,1905
511 central time,1,True,0,germany,england,1,197,Spring,1905
ok at 608 pm est italy asked about mao so thats around the same time im not going to support mao and told italy as much,1,True,0,england,germany,1,198,Spring,1905
france would probably just cut in bre anyways,1,True,0,england,germany,1,199,Spring,1905
was that the reasoning you gave for not supporting,1,True,0,germany,england,1,200,Spring,1905
just that it wouldnt be fruitful because france would cut support i also said that i was eyeing it for next year which will be obvious from my upcoming move of the nwy fleet,1,True,0,england,germany,1,201,Spring,1905
alright well sounds like we resolved that little mystery statecraft is exhausting,1,True,0,germany,england,1,202,Spring,1905
haha yeah i dont know if i would do online diplomacy again ive only done it in person ive spent wayy too much time thinking about this game but its alson been fun,1,True,0,england,germany,1,203,Spring,1905
im prepping for an august inperson game i have scheduled with some friends,1,True,0,england,germany,1,204,Spring,1905
i have also been spending way too much time thinking about this yeah the days between adjudications are just too much,1,True,0,germany,england,1,205,Spring,1905
i agree in person is exhausting for other reasons though you have to take a whole day out and it’s much more stressful when you have 15 minute negotiations and everyone is in the same house,1,True,0,england,germany,1,206,Spring,1905
oh i didnt even think of the logistics of in person negotiating so if you and russia disappear for five minutes everybody knows somethings up,1,True,0,germany,england,1,207,Spring,1905
yeah and also you see little cliques start to form like three countries will get together and then go quiet when someone else walks in the room and you can just shout stuff to the room if you want also tactical and order errors are more common and intentional order errors are a thing,1,True,0,england,germany,1,208,Spring,1905
that sounds like a perfect storm of social and tacticalanxiety inducing stimuli i think the ideal thing from my perspective would be online play with three adjudications per day so its about the same level of commitment as a really active group chat,1,True,0,germany,england,1,209,Spring,1905
yeah people get pretty emotional and i do it with a group of friends too we decided we could only handle it once every 6 months or so,1,True,0,england,germany,1,210,Spring,1905
three times a day would be too much for me i think i feel like i wouldnt get any work done,1,True,0,england,germany,1,211,Spring,1905
i could see that but sacrifices have to be made,1,True,0,germany,england,1,212,Spring,1905
haha im not a multitasker so id bet the sacrifice is bigger for me than it is for you also i feel like it would be easier almost if i wasnt on the computer all day for work as it was but having work and recreation competing for the same screen is really distracting for me,1,True,0,england,germany,1,213,Spring,1905
you just described me and my situation but i take summers as pseudovacation so theres not as much consequence,1,True,0,germany,england,1,214,Spring,1905
yeah thats not a bad way to do it im a grad student in the same schooldepartment as admin actually so ive also got a pseudovacation not taking classes or anything but im still trying to be productive,1,True,0,england,germany,1,215,Spring,1905
im in admins department too i should have realized only grad students feel as guilty about spending time doing things they enjoy as you seem to 😛  but back to business any chance of letting me borrow denmark i figure that with northern russia out of the picture your fleets just sort ofparked there but if you let me have it i will either build an army in ber to help out russia or an army in kiel to fight france with i totally understand if you dont want to though,1,True,0,germany,england,1,216,Fall,1905
anyway regardless of how you feel about the denmark issue i just hatched a plan to potentially help france keep resisting italy if youre game  tell italy youve had a change of heart and want to support them into mao this turn on the condition that they free it up for you by moving to portugal next spring  if italy agrees let me know ill tell france to put all power into defending marseilles and mao   the hope is that since last turn i was the one who knew italys move and this timeas far as italy knowsonly youll know it italy wont smell a rat when france is lucky in defending again,1,True,0,germany,england,1,217,Fall,1905
no way i wonder if weve been walking past each other in iribe and without any idea that were both in the study and lets bring up denmark again when i have another build secured who knows how long it will take to get into brest,1,True,0,england,germany,1,218,Fall,1905
thats a reasonable plan for italy let me get a sense of where italys head is at first he may not even want mao anymore,1,True,0,england,germany,1,219,Fall,1905
can you explain the fleet move btw,1,True,0,england,germany,1,220,Fall,1905
honestly because i thought you’d say yes to giving me denmark i doubt we’ve run into each other because i’m in st louis for the summer,1,True,0,germany,england,1,221,Fall,1905
yeah we should have talked about that  before probably on its own the move has a somewhat antime connotation and yeah i definitely have not been to st louis this summer haha,1,True,0,england,germany,1,222,Fall,1905
youre going for bur this season,1,,0,england,germany,1,223,Fall,1905
sorry to spook you and not to beat a dead horse but you claim you want to secure another build but with your denmark fleet basically stuck where it is it’s not like keeping it is going to help you with that goal that supply center’s doing nothing for you except maintaining the unit bound to it i on the other hand could help you get what you want by getting another build  if you have plans to use the denmark fleet i’ll respect them because right now our goals are the same but i see no point in keeping the fleet just for its own sake  yep going for bur,1,True,0,germany,england,1,224,Fall,1905
yeah i mean its a bargaining chip russia has to be in my good graces while i have it and its something i could offer you in exchange for something nice its not clear to me why you need it right now paris has your name on it youll win the eventual for mar with no trouble,1,True,0,england,germany,1,225,Fall,1905
alright that’s a valid reason i was feeling more urgent about it because i think it’s paramount that russia get some aid against austria,1,True,0,germany,england,1,226,Fall,1905
yeah thats fair i think russia is clever enough to reinstate the stalemate though maybe ill drop him a line to see what hes thinking,1,True,0,england,germany,1,227,Fall,1905
btw italy plans to literally randomize his move choice,1,True,0,england,germany,1,228,Fall,1905
thanks for letting me know,1,True,0,germany,england,1,229,Fall,1905
nice job on bur lets see if we can get you paris next year,1,True,0,england,germany,1,230,Fall,1905
whats your plan for taking mao if you want to move engiri i will support nth into the channel,1,True,0,germany,england,1,231,Spring,1906
yeah i was thinking the same actually only risk is a bump in iri i think results in dislodge of the current channel unit i’m willing to risk it though france at this point is likely trying to choose who to annoy the most as he goes down i have a feeling it will be me even though i’m not the one taking his territories so far i’ll probably go another year without a build unfortunately,1,True,0,england,germany,1,232,Spring,1906
patience my teasipping friend 😛  but if you dislodge trying to get iri that means you at least got nao and putting the unit in pic would help you take brest anyway,1,True,0,germany,england,1,233,Spring,1906
oh i’m planning nwg to nth so that i’m still in nth do you think the brest fleet may move to pic,1,True,0,england,germany,1,234,Spring,1906
ya know if youd just let me have denmark back you could keep nth and get at least one of naoiribrest this year i can keep talking to france to see where their heads at but i think a move to pic is probably not in the cards if you were to predict it franced lose brest,1,True,0,germany,england,1,235,Spring,1906
are you still on good terms with france was the move into bur expected,1,True,0,england,germany,1,236,Spring,1906
it was actually france has seen the end coming for a while but since i was willing to work with them against italy while you two ghosted theyre more amenable to my invasion that yours or italys,1,True,0,germany,england,1,237,Spring,1906
makes sense well let me think about whether denmark is a possibility though i’m still very hesitant and get back to you and i let me know what france is up to with brest,1,True,0,england,germany,1,238,Spring,1906
